invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,total_price,profit_margin,
490,WALM063,Georgetown,Home and lifestyle,77.68,9,2/4/2019,13:21:00,Ewallet,9.8,699.12,0.33,
491,WALM051,New Braunfels,Fashion accessories,34.7,2,3/13/2019,19:48:00,Ewallet,8.2,69.4,0.48,
492,WALM004,Austin,Fashion accessories,19.66,10,3/15/2019,18:20:00,Credit card,7.2,196.6,0.48,
493,WALM085,Kerrville,Health and beauty,25.32,8,3/5/2019,20:24:00,Ewallet,8.7,202.56,0.33,
494,WALM011,Lubbock,Home and lifestyle,12.12,10,3/5/2019,13:44:00,Credit card,8.4,121.2,0.48,
495,WALM081,Friendswood,Fashion accessories,99.89,2,2/26/2019,11:48:00,Ewallet,7.1,199.78,0.33,
496,WALM019,Pasadena,Sports and travel,75.92,8,3/20/2019,14:14:00,Cash,5.5,607.36,0.48,
497,WALM053,Conroe,Electronic accessories,63.22,2,1/1/2019,15:51:00,Cash,8.5,126.44,0.21,
498,WALM098,Mineral Wells,Food and beverages,90.24,6,1/27/2019,11:17:00,Cash,6.2,541.44,0.18,
499,WALM073,Seguin,Sports and travel,98.13,1,1/21/2019,17:36:00,Cash,8.9,98.13,0.33,
500,WALM071,Lufkin,Sports and travel,51.52,8,2/2/2019,15:47:00,Cash,9.6,412.16,0.33,
501,WALM087,Waxahachie,Sports and travel,73.97,1,2/3/2019,15:53:00,Credit card,5.4,73.97,0.33,
502,WALM006,El Paso,Fashion accessories,31.9,1,1/5/2019,12:40:00,Ewallet,9.1,31.9,0.48,
503,WALM002,Dallas,Home and lifestyle,69.4,2,1/27/2019,19:48:00,Ewallet,9,138.8,0.36,
504,WALM075,San Marcos,Sports and travel,93.31,2,3/25/2019,17:53:00,Cash,6.3,186.62,0.33,
505,WALM048,Harlingen,Sports and travel,88.45,1,2/25/2019,16:36:00,Credit card,9.5,88.45,0.48,
506,WALM040,Edinburg,Electronic accessories,24.18,8,1/28/2019,20:54:00,Ewallet,9.8,193.44,0.48,
507,WALM019,Pasadena,Sports and travel,48.5,3,1/8/2019,12:50:00,Cash,6.7,145.5,0.48,
508,WALM059,Pflugerville,Food and beverages,84.05,6,1/29/2019,10:48:00,Credit card,7.7,504.3,0.33,
509,WALM077,Coppell,Health and beauty,61.29,5,3/29/2019,14:28:00,Cash,7,306.45,0.33,
510,WALM055,Waxahachie,Home and lifestyle,15.95,6,2/9/2019,17:15:00,Credit card,5.1,95.7,0.33,
511,WALM057,Euless,Sports and travel,90.74,7,1/16/2019,18:03:00,Credit card,6.2,635.18,0.33,
512,WALM007,Arlington,Home and lifestyle,42.91,5,1/5/2019,17:29:00,Ewallet,6.1,214.55,0.48,
513,WALM071,Lufkin,Fashion accessories,54.28,7,1/27/2019,18:05:00,Ewallet,9.3,379.96,0.33,
514,WALM088,Cleburne,Electronic accessories,99.55,7,3/14/2019,12:07:00,Cash,7.6,696.85,0.33,
515,WALM051,New Braunfels,Sports and travel,58.39,7,2/23/2019,19:49:00,Credit card,8.2,408.73,0.48,
516,WALM025,Waco,Fashion accessories,51.47,1,3/18/2019,15:52:00,Ewallet,8.5,51.47,0.48,
517,WALM071,Lufkin,Health and beauty,54.86,5,3/29/2019,16:48:00,Ewallet,9.8,274.3,0.33,
518,WALM089,Southlake,Home and lifestyle,39.39,5,1/22/2019,20:46:00,Credit card,8.7,196.95,0.33,
519,WALM008,Corpus Christi,Home and lifestyle,34.73,2,3/1/2019,18:14:00,Ewallet,9.7,69.46,0.48,
520,WALM033,Pearland,Sports and travel,71.92,5,1/17/2019,15:05:00,Credit card,4.3,359.6,0.48,
521,WALM059,Pflugerville,Electronic accessories,45.71,3,3/26/2019,10:34:00,Credit card,7.7,137.13,0.33,
522,WALM097,Alice,Home and lifestyle,83.17,6,3/20/2019,11:23:00,Cash,7.3,499.02,0.18,
523,WALM035,San Angelo,Home and lifestyle,37.44,6,2/6/2019,13:55:00,Credit card,5.9,224.64,0.48,
524,WALM075,San Marcos,Health and beauty,62.87,2,1/1/2019,11:43:00,Cash,5,125.74,0.33,
525,WALM075,San Marcos,Food and beverages,81.71,6,1/27/2019,14:36:00,Credit card,8,490.26,0.33,
526,WALM074,Weslaco,Sports and travel,91.41,5,2/25/2019,16:03:00,Cash,7.1,457.05,0.33,
527,WALM095,Big Spring,Fashion accessories,39.21,4,1/16/2019,20:03:00,Credit card,9,156.84,0.33,
528,WALM013,Irving,Fashion accessories,59.86,2,1/13/2019,14:55:00,Ewallet,6.7,119.72,0.48,
529,WALM056,Rowlett,Food and beverages,54.36,10,2/7/2019,11:28:00,Credit card,6.1,543.6,0.33,
530,WALM019,Pasadena,Sports and travel,98.09,9,2/17/2019,19:41:00,Cash,9.3,882.81,0.48,
531,WALM073,Seguin,Health and beauty,25.43,6,2/12/2019,19:01:00,Ewallet,7,152.58,0.33,
532,WALM082,Weslaco,Fashion accessories,86.68,8,1/24/2019,18:04:00,Cash,7.2,693.44,0.33,
533,WALM063,Georgetown,Electronic accessories,22.95,10,2/6/2019,19:20:00,Ewallet,8.2,229.5,0.33,
534,WALM085,Kerrville,Food and beverages,16.31,9,3/26/2019,10:31:00,Ewallet,8.4,146.79,0.33,
535,WALM036,Allen,Home and lifestyle,28.32,5,3/11/2019,13:28:00,Ewallet,6.2,141.6,0.48,
536,WALM082,Weslaco,Home and lifestyle,16.67,7,2/7/2019,11:36:00,Cash,7.4,116.69,0.33,
537,WALM063,Georgetown,Fashion accessories,73.96,1,1/5/2019,11:32:00,Credit card,5,73.96,0.33,
538,WALM029,Round Rock,Home and lifestyle,97.94,1,3/7/2019,11:44:00,Ewallet,6.9,97.94,0.48,
539,WALM098,Mineral Wells,Fashion accessories,73.05,4,2/25/2019,17:16:00,Credit card,4.9,292.2,0.18,
540,WALM062,Galveston,Food and beverages,87.48,6,2/1/2019,18:43:00,Ewallet,5.1,524.88,0.33,
541,WALM042,Bryan,Home and lifestyle,30.68,3,1/22/2019,11:00:00,Ewallet,9.1,92.04,0.48,
542,WALM048,Harlingen,Health and beauty,75.88,1,1/3/2019,10:30:00,Credit card,7.1,75.88,0.48,
543,WALM091,Little Elm,Sports and travel,20.18,4,2/13/2019,12:14:00,Credit card,5,80.72,0.33,
544,WALM055,Waxahachie,Electronic accessories,18.77,6,1/28/2019,16:43:00,Credit card,5.5,112.62,0.33,
545,WALM097,Alice,Food and beverages,71.2,1,1/5/2019,20:40:00,Credit card,9.2,71.2,0.18,
546,WALM089,Southlake,Home and lifestyle,38.81,4,3/19/2019,13:40:00,Ewallet,4.9,155.24,0.33,
547,WALM004,Austin,Fashion accessories,29.42,10,1/12/2019,16:23:00,Ewallet,8.9,294.2,0.48,
548,WALM093,Angleton,Sports and travel,60.95,9,1/7/2019,12:08:00,Credit card,6,548.55,0.33,
549,WALM057,Euless,Sports and travel,51.54,5,1/26/2019,17:45:00,Cash,4.2,257.7,0.33,
550,WALM037,League City,Electronic accessories,66.06,6,1/23/2019,10:28:00,Cash,7.3,396.36,0.48,
551,WALM066,Grapevine,Fashion accessories,57.27,3,2/9/2019,20:31:00,Ewallet,6.5,171.81,0.33,
552,WALM096,Eagle Pass,Fashion accessories,54.31,9,2/22/2019,10:49:00,Cash,8.9,488.79,0.18,
553,WALM023,Midland,Health and beauty,58.24,9,2/5/2019,12:34:00,Cash,9.7,524.16,0.48,
554,WALM072,Lancaster,Electronic accessories,22.21,6,3/7/2019,10:23:00,Credit card,8.6,133.26,0.33,
555,WALM061,Cedar Park,Electronic accessories,19.32,7,3/25/2019,18:51:00,Cash,6.9,135.24,0.33,
556,WALM014,Amarillo,Home and lifestyle,37.48,3,1/20/2019,13:45:00,Credit card,7.7,112.44,0.48,
557,WALM012,Garland,Fashion accessories,72.04,2,2/4/2019,19:38:00,Cash,9.5,144.08,0.48,
558,WALM042,Bryan,Food and beverages,98.52,10,1/30/2019,20:23:00,Ewallet,4.5,985.2,0.48,
559,WALM036,Allen,Food and beverages,41.66,6,1/2/2019,15:24:00,Ewallet,5.6,249.96,0.48,
560,WALM087,Waxahachie,Home and lifestyle,72.42,3,3/29/2019,16:54:00,Ewallet,8.2,217.26,0.33,
561,WALM050,Victoria,Electronic accessories,21.58,9,3/14/2019,12:32:00,Ewallet,7.3,194.22,0.48,
562,WALM080,Nacogdoches,Food and beverages,89.2,10,2/11/2019,15:42:00,Credit card,4.4,892,0.33,
563,WALM089,Southlake,Electronic accessories,42.42,8,1/30/2019,13:58:00,Ewallet,5.7,339.36,0.33,
564,WALM083,Farmers Branch,Electronic accessories,74.51,6,3/20/2019,15:08:00,Ewallet,5,447.06,0.33,
565,WALM020,Killeen,Fashion accessories,99.25,2,3/20/2019,13:02:00,Cash,9,198.5,0.48,
566,WALM049,North Richland Hills,Food and beverages,81.21,10,1/17/2019,13:01:00,Credit card,6.3,812.1,0.48,
567,WALM090,Brownwood,Sports and travel,49.33,10,2/3/2019,16:40:00,Credit card,9.4,493.3,0.33,
568,WALM083,Farmers Branch,Fashion accessories,65.74,9,1/1/2019,13:55:00,Cash,7.7,591.66,0.33,
569,WALM074,Weslaco,Fashion accessories,79.86,7,1/10/2019,10:33:00,Cash,5.5,559.02,0.33,
570,WALM082,Weslaco,Sports and travel,73.98,7,3/2/2019,16:42:00,Cash,4.1,517.86,0.33,
571,WALM046,Temple,Home and lifestyle,82.04,5,2/25/2019,17:16:00,Credit card,7.6,410.2,0.48,
572,WALM092,Lake Jackson,Sports and travel,26.67,10,1/29/2019,11:48:00,Cash,8.6,266.7,0.33,
573,WALM012,Garland,Food and beverages,10.13,7,3/10/2019,19:35:00,Ewallet,8.3,70.91,0.48,
574,WALM063,Georgetown,Food and beverages,72.39,2,1/13/2019,19:55:00,Credit card,8.1,144.78,0.33,
575,WALM030,Richardson,Sports and travel,85.91,5,3/22/2019,14:33:00,Credit card,8.6,429.55,0.48,
576,WALM047,Flower Mound,Fashion accessories,81.31,7,3/1/2019,19:49:00,Ewallet,6.3,569.17,0.48,
577,WALM052,Mansfield,Food and beverages,60.3,4,2/20/2019,18:43:00,Cash,5.8,241.2,0.57,
578,WALM027,Abilene,Food and beverages,31.77,4,1/14/2019,14:43:00,Ewallet,6.2,127.08,0.48,
579,WALM087,Waxahachie,Health and beauty,64.27,4,3/26/2019,13:54:00,Cash,7.7,257.08,0.33,
580,WALM070,Hurst,Health and beauty,69.51,2,3/1/2019,12:15:00,Ewallet,8.1,139.02,0.33,
581,WALM044,Pharr,Food and beverages,27.22,3,1/7/2019,12:37:00,Cash,7.3,81.66,0.48,
582,WALM095,Big Spring,Health and beauty,77.68,4,2/1/2019,19:54:00,Cash,8.4,310.72,0.33,
583,WALM013,Irving,Fashion accessories,92.98,2,2/13/2019,15:06:00,Credit card,8,185.96,0.48,
584,WALM001,Houston,Fashion accessories,18.08,4,1/14/2019,18:03:00,Credit card,9.5,72.32,0.36,
585,WALM088,Cleburne,Sports and travel,63.06,3,1/19/2019,15:58:00,Ewallet,7,189.18,0.33,
586,WALM020,Killeen,Health and beauty,51.71,4,3/9/2019,13:53:00,Credit card,9.8,206.84,0.48,
587,WALM038,Sugar Land,Food and beverages,52.34,3,3/27/2019,14:03:00,Cash,9.2,157.02,0.48,
588,WALM069,Rockwall,Sports and travel,43.06,5,2/4/2019,16:38:00,Ewallet,7.7,215.3,0.33,
589,WALM062,Galveston,Fashion accessories,59.61,10,3/14/2019,11:07:00,Cash,5.3,596.1,0.33,
590,WALM081,Friendswood,Health and beauty,14.62,5,3/4/2019,12:23:00,Cash,4.4,73.1,0.33,
591,WALM071,Lufkin,Health and beauty,46.53,6,3/3/2019,10:54:00,Credit card,4.3,279.18,0.33,
592,WALM030,Richardson,Home and lifestyle,24.24,7,1/27/2019,17:38:00,Ewallet,9.4,169.68,0.48,
593,WALM046,Temple,Sports and travel,45.58,1,2/7/2019,14:13:00,Cash,9.8,45.58,0.48,
594,WALM028,Odessa,Sports and travel,75.2,3,2/5/2019,11:51:00,Ewallet,4.8,225.6,0.48,
595,WALM070,Hurst,Sports and travel,96.8,3,3/15/2019,13:05:00,Cash,5.3,290.4,0.33,
596,WALM026,Denton,Health and beauty,14.82,3,3/1/2019,11:30:00,Credit card,8.7,44.46,0.48,
597,WALM081,Friendswood,Food and beverages,52.2,3,2/15/2019,13:30:00,Credit card,9.5,156.6,0.33,
598,WALM020,Killeen,Sports and travel,46.66,9,2/17/2019,19:11:00,Ewallet,5.3,419.94,0.48,
599,WALM048,Harlingen,Fashion accessories,36.85,5,1/26/2019,18:53:00,Cash,9.2,184.25,0.48,
600,WALM047,Flower Mound,Home and lifestyle,70.32,2,3/24/2019,14:22:00,Ewallet,9.6,140.64,0.48,
601,WALM080,Nacogdoches,Electronic accessories,83.08,1,1/23/2019,17:16:00,Ewallet,6.4,83.08,0.33,
602,WALM064,Bedford,Fashion accessories,64.99,1,1/26/2019,10:06:00,Credit card,4.5,64.99,0.33,
603,WALM086,Rosenberg,Food and beverages,77.56,10,3/14/2019,20:35:00,Ewallet,6.9,775.6,0.33,
604,WALM040,Edinburg,Sports and travel,54.51,6,3/17/2019,13:54:00,Ewallet,7.8,327.06,0.48,
605,WALM096,Eagle Pass,Fashion accessories,51.89,7,1/8/2019,20:08:00,Cash,4.5,363.23,0.18,
606,WALM060,DeSoto,Home and lifestyle,31.75,4,2/8/2019,15:26:00,Cash,8.6,127,0.33,
607,WALM069,Rockwall,Fashion accessories,53.65,7,2/10/2019,12:56:00,Ewallet,5.2,375.55,0.33,
608,WALM021,McAllen,Food and beverages,49.79,4,3/28/2019,19:16:00,Credit card,6.4,199.16,0.48,
609,WALM049,North Richland Hills,Fashion accessories,30.61,1,1/23/2019,12:20:00,Ewallet,5.2,30.61,0.48,
610,WALM029,Round Rock,Food and beverages,57.89,2,1/17/2019,10:37:00,Ewallet,8.9,115.78,0.48,
611,WALM038,Sugar Land,Electronic accessories,28.96,1,2/7/2019,10:18:00,Credit card,6.2,28.96,0.48,
612,WALM052,Mansfield,Food and beverages,98.97,9,3/9/2019,11:23:00,Cash,6.7,890.73,0.57,
613,WALM069,Rockwall,Fashion accessories,93.22,3,1/24/2019,11:45:00,Cash,7.2,279.66,0.33,
614,WALM045,Missouri City,Sports and travel,80.93,1,1/19/2019,16:08:00,Credit card,9,80.93,0.48,
615,WALM012,Garland,Food and beverages,67.45,10,2/3/2019,11:25:00,Ewallet,4.2,674.5,0.48,
616,WALM092,Lake Jackson,Sports and travel,38.72,9,3/20/2019,12:24:00,Ewallet,4.2,348.48,0.33,
617,WALM068,Burleson,Sports and travel,72.6,6,1/13/2019,19:51:00,Cash,6.9,435.6,0.33,
618,WALM098,Mineral Wells,Electronic accessories,87.91,5,3/14/2019,18:10:00,Ewallet,4.4,439.55,0.18,
619,WALM030,Richardson,Food and beverages,98.53,6,1/23/2019,11:22:00,Credit card,4,591.18,0.48,
620,WALM019,Pasadena,Fashion accessories,43.46,6,2/7/2019,17:55:00,Ewallet,8.5,260.76,0.48,
621,WALM074,Weslaco,Food and beverages,71.68,3,3/28/2019,15:30:00,Cash,9.2,215.04,0.33,
622,WALM074,Weslaco,Food and beverages,91.61,1,3/20/2019,19:44:00,Cash,9.8,91.61,0.33,
623,WALM017,McKinney,Home and lifestyle,94.59,7,1/17/2019,15:27:00,Credit card,4.9,662.13,0.48,
624,WALM032,Tyler,Fashion accessories,83.25,10,1/12/2019,11:25:00,Credit card,4.4,832.5,0.48,
625,WALM023,Midland,Fashion accessories,91.35,1,2/16/2019,15:42:00,Cash,6.8,91.35,0.48,
626,WALM020,Killeen,Food and beverages,78.88,2,1/26/2019,16:04:00,Cash,9.1,157.76,0.48,
627,WALM075,San Marcos,Sports and travel,60.87,2,3/9/2019,12:37:00,Ewallet,8.7,121.74,0.33,
628,WALM043,Baytown,Health and beauty,82.58,10,3/14/2019,14:41:00,Cash,5,825.8,0.48,
629,WALM049,North Richland Hills,Home and lifestyle,53.3,3,1/25/2019,14:19:00,Ewallet,7.5,159.9,0.48,
630,WALM059,Pflugerville,Fashion accessories,12.09,1,1/26/2019,18:19:00,Credit card,8.2,12.09,0.33,
631,WALM006,El Paso,Sports and travel,64.19,10,1/19/2019,14:08:00,Credit card,6.7,641.9,0.48,
632,WALM001,Houston,Electronic accessories,78.31,3,3/5/2019,16:38:00,Ewallet,5.4,234.93,0.36,
633,WALM020,Killeen,Food and beverages,83.77,2,1/15/2019,10:54:00,Credit card,7,167.54,0.48,
634,WALM058,Port Arthur,Home and lifestyle,99.7,3,3/18/2019,11:29:00,Ewallet,4.7,299.1,0.33,
635,WALM049,North Richland Hills,Food and beverages,79.91,3,3/20/2019,19:28:00,Credit card,5,239.73,0.48,
636,WALM003,San Antonio,Health and beauty,66.47,10,1/15/2019,15:01:00,Credit card,5,664.7,0.48,
637,WALM038,Sugar Land,Health and beauty,28.95,7,3/3/2019,20:31:00,Credit card,6,202.65,0.48,
638,WALM023,Midland,Electronic accessories,46.2,1,3/19/2019,12:16:00,Cash,6.3,46.2,0.48,
639,WALM002,Dallas,Food and beverages,17.63,5,3/8/2019,15:27:00,Cash,8.5,88.15,0.36,
640,WALM066,Grapevine,Fashion accessories,52.42,3,2/27/2019,17:36:00,Ewallet,7.5,157.26,0.33,
641,WALM076,Huntsville,Food and beverages,98.79,3,2/23/2019,20:00:00,Ewallet,6.4,296.37,0.33,
642,WALM025,Waco,Electronic accessories,88.55,8,3/19/2019,15:29:00,Ewallet,4.7,708.4,0.48,
643,WALM035,San Angelo,Electronic accessories,55.67,2,3/27/2019,15:08:00,Ewallet,6,111.34,0.48,
644,WALM053,Conroe,Food and beverages,72.52,8,3/30/2019,19:26:00,Credit card,4,580.16,0.57,
645,WALM007,Arlington,Electronic accessories,12.05,5,2/16/2019,15:53:00,Ewallet,5.5,60.25,0.48,
646,WALM098,Mineral Wells,Home and lifestyle,19.36,9,1/18/2019,18:43:00,Ewallet,8.7,174.24,0.18,
647,WALM045,Missouri City,Health and beauty,70.21,6,3/30/2019,14:58:00,Credit card,7.4,421.26,0.48,
648,WALM030,Richardson,Fashion accessories,33.63,1,3/20/2019,19:55:00,Cash,5.6,33.63,0.48,
649,WALM055,Waxahachie,Sports and travel,15.49,2,1/16/2019,15:10:00,Cash,6.3,30.98,0.33,
650,WALM077,Coppell,Electronic accessories,24.74,10,2/24/2019,16:44:00,Cash,7.1,247.4,0.33,
651,WALM088,Cleburne,Electronic accessories,75.66,5,1/15/2019,18:22:00,Ewallet,7.8,378.3,0.33,
652,WALM060,DeSoto,Health and beauty,55.81,6,1/22/2019,11:52:00,Cash,9.9,334.86,0.33,
653,WALM020,Killeen,Home and lifestyle,72.78,10,2/3/2019,17:24:00,Cash,7.3,727.8,0.48,
654,WALM090,Brownwood,Sports and travel,37.32,9,3/6/2019,15:31:00,Ewallet,5.1,335.88,0.33,
655,WALM032,Tyler,Fashion accessories,60.18,4,2/16/2019,18:04:00,Credit card,9.4,240.72,0.48,
656,WALM073,Seguin,Electronic accessories,15.69,3,3/14/2019,14:13:00,Credit card,5.8,47.07,0.33,
657,WALM027,Abilene,Electronic accessories,99.69,1,2/27/2019,10:23:00,Credit card,8,99.69,0.48,
658,WALM054,Sherman,Fashion accessories,88.15,3,1/18/2019,10:11:00,Ewallet,7.9,264.45,0.21,
659,WALM071,Lufkin,Sports and travel,27.93,5,1/29/2019,15:48:00,Cash,5.9,139.65,0.33,
660,WALM093,Angleton,Fashion accessories,55.45,1,2/26/2019,17:46:00,Credit card,4.9,55.45,0.33,
661,WALM021,McAllen,Sports and travel,42.97,3,2/3/2019,11:46:00,Cash,9.3,128.91,0.48,
662,WALM097,Alice,Sports and travel,17.14,7,1/16/2019,12:07:00,Credit card,7.9,119.98,0.18,
663,WALM045,Missouri City,Fashion accessories,58.75,6,3/24/2019,18:14:00,Credit card,5.9,352.5,0.48,
664,WALM044,Pharr,Food and beverages,87.1,10,2/12/2019,14:45:00,Credit card,9.9,871,0.48,
665,WALM033,Pearland,Sports and travel,98.8,2,2/21/2019,11:39:00,Cash,7.7,197.6,0.48,
666,WALM079,La Porte,Fashion accessories,48.63,4,2/4/2019,15:44:00,Ewallet,7.6,194.52,0.33,
667,WALM059,Pflugerville,Food and beverages,57.74,3,2/20/2019,13:06:00,Ewallet,7.7,173.22,0.33,
668,WALM047,Flower Mound,Health and beauty,17.97,4,2/23/2019,20:43:00,Ewallet,6.4,71.88,0.48,
669,WALM036,Allen,Health and beauty,47.71,6,2/16/2019,14:19:00,Ewallet,4.4,286.26,0.48,
670,WALM046,Temple,Sports and travel,40.62,2,1/17/2019,10:01:00,Credit card,4.1,81.24,0.48,
671,WALM057,Euless,Fashion accessories,56.04,10,1/14/2019,19:30:00,Ewallet,4.4,560.4,0.33,
672,WALM007,Arlington,Food and beverages,93.4,2,3/30/2019,16:34:00,Cash,5.5,186.8,0.48,
673,WALM077,Coppell,Health and beauty,73.41,3,3/2/2019,13:10:00,Ewallet,4,220.23,0.33,
674,WALM064,Bedford,Health and beauty,33.64,8,2/15/2019,17:10:00,Credit card,9.3,269.12,0.33,
675,WALM003,San Antonio,Electronic accessories,45.48,10,3/1/2019,10:22:00,Credit card,4.8,454.8,0.48,
676,WALM080,Nacogdoches,Fashion accessories,83.77,2,2/24/2019,19:57:00,Cash,4.6,167.54,0.33,
677,WALM062,Galveston,Sports and travel,64.08,7,2/19/2019,19:29:00,Credit card,7.3,448.56,0.33,
678,WALM066,Grapevine,Food and beverages,73.47,4,2/23/2019,18:30:00,Cash,6,293.88,0.33,
679,WALM095,Big Spring,Health and beauty,58.95,10,2/7/2019,14:27:00,Ewallet,8.1,589.5,0.33,
680,WALM074,Weslaco,Food and beverages,48.5,6,1/11/2019,13:57:00,Cash,9.4,291,0.33,
681,WALM085,Kerrville,Electronic accessories,39.48,1,2/12/2019,19:43:00,Cash,6.5,39.48,0.33,
682,WALM100,Canyon,Sports and travel,34.81,1,1/14/2019,10:11:00,Credit card,7,34.81,0.18,
683,WALM082,Weslaco,Fashion accessories,49.32,6,1/9/2019,13:46:00,Cash,7.1,295.92,0.33,
684,WALM091,Little Elm,Fashion accessories,21.48,2,2/27/2019,12:22:00,Ewallet,6.6,42.96,0.33,
685,WALM063,Georgetown,Sports and travel,23.08,6,1/24/2019,19:20:00,Ewallet,4.9,138.48,0.33,
686,WALM041,Mission,Home and lifestyle,49.1,2,1/8/2019,12:58:00,Ewallet,6.4,98.2,0.48,
687,WALM003,San Antonio,Sports and travel,64.83,2,1/8/2019,11:59:00,Credit card,8,129.66,0.36,
688,WALM089,Southlake,Home and lifestyle,63.56,10,1/16/2019,17:59:00,Cash,4.3,635.6,0.33,
689,WALM058,Port Arthur,Sports and travel,72.88,2,3/13/2019,12:51:00,Cash,6.1,145.76,0.33,
690,WALM083,Farmers Branch,Food and beverages,67.1,3,2/15/2019,10:36:00,Cash,7.5,201.3,0.33,
691,WALM057,Euless,Sports and travel,70.19,9,1/25/2019,13:38:00,Cash,6.7,631.71,0.33,
692,WALM089,Southlake,Food and beverages,55.04,7,3/12/2019,19:39:00,Ewallet,5.2,385.28,0.33,
693,WALM022,Mesquite,Health and beauty,48.63,10,3/4/2019,12:44:00,Cash,8.8,486.3,0.48,
694,WALM012,Garland,Fashion accessories,73.38,7,2/10/2019,13:56:00,Cash,9.5,513.66,0.48,
695,WALM009,Plano,Food and beverages,52.6,9,1/16/2019,14:42:00,Cash,7.6,473.4,0.48,
696,WALM052,Mansfield,Home and lifestyle,87.37,5,1/29/2019,19:45:00,Cash,6.6,436.85,0.57,
697,WALM040,Edinburg,Sports and travel,27.04,4,1/1/2019,20:26:00,Ewallet,6.9,108.16,0.48,
698,WALM079,La Porte,Home and lifestyle,62.19,4,1/6/2019,19:46:00,Ewallet,4.3,248.76,0.33,
699,WALM088,Cleburne,Electronic accessories,69.58,9,2/19/2019,19:38:00,Credit card,7.8,626.22,0.33,
700,WALM066,Grapevine,Home and lifestyle,97.5,10,1/12/2019,16:18:00,Ewallet,8,975,0.33,
701,WALM061,Cedar Park,Fashion accessories,60.41,8,2/7/2019,12:23:00,Ewallet,9.6,483.28,0.33,
702,WALM059,Pflugerville,Food and beverages,32.32,3,3/27/2019,19:11:00,Credit card,4.3,96.96,0.33,
703,WALM046,Temple,Fashion accessories,19.77,10,2/27/2019,18:57:00,Credit card,5,197.7,0.48,
704,WALM044,Pharr,Health and beauty,80.47,9,1/6/2019,11:18:00,Cash,9.2,724.23,0.48,
705,WALM042,Bryan,Home and lifestyle,88.39,9,3/2/2019,12:40:00,Cash,6.3,795.51,0.48,
706,WALM045,Missouri City,Health and beauty,71.77,7,3/29/2019,14:06:00,Credit card,8.9,502.39,0.48,
707,WALM031,Lewisville,Electronic accessories,43,4,1/31/2019,20:48:00,Ewallet,7.6,172,0.48,
708,WALM069,Rockwall,Food and beverages,68.98,1,1/21/2019,20:13:00,Cash,4.8,68.98,0.33,
709,WALM048,Harlingen,Fashion accessories,15.62,8,1/20/2019,20:37:00,Ewallet,9.1,124.96,0.48,
710,WALM040,Edinburg,Sports and travel,25.7,3,1/17/2019,17:59:00,Ewallet,6.1,77.1,0.48,
711,WALM080,Nacogdoches,Food and beverages,80.62,6,2/28/2019,20:18:00,Cash,9.1,483.72,0.33,
712,WALM007,Arlington,Home and lifestyle,75.53,4,3/19/2019,15:52:00,Ewallet,8.3,302.12,0.48,
713,WALM074,Weslaco,Electronic accessories,77.63,9,2/19/2019,15:14:00,Cash,7.2,698.67,0.33,
714,WALM021,McAllen,Health and beauty,13.85,9,2/4/2019,12:50:00,Ewallet,6,124.65,0.48,
715,WALM049,North Richland Hills,Fashion accessories,98.7,8,1/31/2019,10:36:00,Ewallet,8.5,789.6,0.48,
716,WALM057,Euless,Health and beauty,35.68,5,2/6/2019,18:33:00,Credit card,6.6,178.4,0.33,
717,WALM079,La Porte,Fashion accessories,71.46,7,3/28/2019,16:06:00,Ewallet,4.5,500.22,0.33,
718,WALM040,Edinburg,Electronic accessories,11.94,3,1/19/2019,12:47:00,Credit card,8.1,35.82,0.48,
719,WALM099,Weatherford,Fashion accessories,45.38,3,2/17/2019,13:34:00,Credit card,7.2,136.14,0.18,
720,WALM056,Rowlett,Fashion accessories,17.48,6,1/18/2019,15:04:00,Credit card,6.1,104.88,0.33,
721,WALM004,Austin,Fashion accessories,25.56,7,2/2/2019,20:42:00,Cash,7.1,178.92,0.48,
722,WALM018,Frisco,Sports and travel,90.63,9,1/18/2019,15:28:00,Cash,5.1,815.67,0.48,
723,WALM087,Waxahachie,Home and lifestyle,44.12,3,3/18/2019,13:45:00,Credit card,7.9,132.36,0.33,
724,WALM008,Corpus Christi,Food and beverages,36.77,7,1/11/2019,20:10:00,Cash,7.4,257.39,0.48,
725,WALM060,DeSoto,Food and beverages,23.34,4,2/4/2019,18:53:00,Ewallet,7.4,93.36,0.33,
726,WALM084,Schertz,Health and beauty,28.5,8,2/6/2019,14:24:00,Cash,6.6,228,0.33,
727,WALM067,Haltom City,Home and lifestyle,55.57,3,1/8/2019,11:42:00,Credit card,5.9,166.71,0.33,
728,WALM043,Baytown,Sports and travel,69.74,10,3/5/2019,17:49:00,Credit card,8.9,697.4,0.48,
729,WALM096,Eagle Pass,Fashion accessories,97.26,4,3/16/2019,15:33:00,Ewallet,6.8,389.04,0.18,
730,WALM029,Round Rock,Home and lifestyle,52.18,7,3/9/2019,10:54:00,Cash,9.3,365.26,0.48,
731,WALM078,Del Rio,Fashion accessories,22.32,4,3/1/2019,16:23:00,Credit card,4.4,89.28,0.33,
732,WALM087,Waxahachie,Health and beauty,56,3,2/28/2019,19:33:00,Ewallet,4.8,168,0.33,
733,WALM062,Galveston,Fashion accessories,19.7,1,2/8/2019,11:39:00,Ewallet,9.5,19.7,0.33,
